judge,avg_d2v_vec1,avg_d2v_vec2,avg_d2v_vec3,avg_d2v_vec4,avg_d2v_vec5,avg_d2v_vec6,avg_d2v_vec7,avg_d2v_vec8,avg_d2v_vec9,avg_d2v_vec10,avg_d2v_vec11,avg_d2v_vec12,avg_d2v_vec13,avg_d2v_vec14,avg_d2v_vec15,avg_d2v_vec16,avg_d2v_vec17,avg_d2v_vec18,avg_d2v_vec19,avg_d2v_vec20,avg_d2v_vec21,avg_d2v_vec22,avg_d2v_vec23,avg_d2v_vec24,avg_d2v_vec25,non_air_pollution_single_judge_cases
Vipul M. Pancholi,-0.18994329500065257,-0.5188873654255292,-0.3883624632409632,-0.32234926960387766,-0.21896960040212926,-1.092777317610828,-0.2688540420934196,-0.3466109807742716,-0.8066776107074266,0.8878153637111227,-0.09609097965149944,0.004293499965008687,0.11095892331217583,-0.5494695843914733,-0.05187472355700056,-0.6649151126242937,-0.8441025630892786,0.4686321562784783,-0.3190416690344804,0.6523516269535519,0.4062632284259346,-0.10410089594012192,-0.5399336272990102,-0.7636055686779953,-0.3181671973028961,19570
Ram Mohan Reddy,0.08191901978000726,-0.24728913581474032,-0.002568269042496551,0.250654056367955,-0.16083604661733633,-1.42059512263463,-0.2976268625449178,0.08788622082733075,-0.4730934734518857,0.2763525804858185,-0.2515541964499813,-0.006248754809120662,-0.3730250860906991,-0.5160364197251854,0.25163380836257987,-0.7444304839379539,-0.529962074583944,0.5400780421920821,0.10433437345244193,0.3812714787888835,0.7843338497046031,-0.5555026150554899,-0.5831976304934907,-0.3011847405444238,0.008433641942028954,17684
Anand Byrareddy,0.1237864125632509,-0.4902774971794509,-0.21622438544370928,0.47877843285140564,-0.038911503702457696,-1.4308542408197247,-0.2593000577154568,0.28268773753806675,-0.6456618834652672,0.4155733074962907,0.13355223044057582,0.03013521633529214,-0.09615257559760042,-0.6835114058420054,0.2280270586003769,-0.9247438142216386,-0.7126559009037813,0.6580757254825078,-0.19326258498989898,0.4066575908433889,0.9493324519911932,-0.6146195751051304,-0.6466069689918635,-0.5421224244033385,-0.1394860053674722,17138
Arun Bhansali,-0.22024629834136064,-0.12806073671604407,-0.7007963653948253,0.011169300824289385,-0.1337257937360758,-1.526972618987635,-0.19756522769528737,-0.38067917613832664,-0.46760477819067076,0.19033166993808215,-0.3148378798038892,-0.24038673957333329,0.2862837204706293,-0.18637071947608388,0.06794855914234679,-0.5948331436681169,-0.9728475503125302,-0.041975572445570104,-0.49840048188399383,0.5907973502084334,0.24187667917193856,-0.06964574139439585,-0.6747350436519709,-0.27448959118994604,-0.5384940505906736,16967
A.Y. Kogje,-0.11749594660831636,-0.5006533830322031,-0.41444609608345345,-0.2216158367548969,-0.1274004955928633,-1.0876424242841116,-0.2839959940657472,-0.26203342231085386,-0.8762464280295759,0.87575894094126,-0.11266966660390525,0.007824580981451794,0.1510759516190103,-0.5301891909468913,0.0040952746948211965,-0.617393575217674,-0.7897518322013836,0.505111432398283,-0.3191190404777904,0.6470166192332574,0.48093267021680436,-0.04198241899648793,-0.4813571557337931,-0.7653853346324248,-0.1991791516951166,16191
A.J. Shastri,-0.35422946501535996,-0.2500793683801688,-0.35143434619356906,-0.23151048061896792,-0.060816082576955546,-0.8582330212525209,-0.057805907070046646,-0.2977824590583304,-0.5203532128059811,0.4774379501263954,-0.3312016045142856,-0.15806031225920442,0.12418828017075412,-0.1799239667939725,-0.09473221204555257,-0.42895553712852375,-0.6452477831691488,0.3724699505592933,-0.26889015956987045,0.5015248924851811,0.3531426902240211,-0.07517672927983249,-0.3540728639932055,-0.4745039882424288,-0.4676870291832032,15522
Soumen Sen,0.15598724601071434,-0.23014805144584685,-0.3952513666691437,-0.07502062490438126,-0.09351632899036534,-0.7408819907305926,-0.06263439812982874,0.05296663398578799,-0.4553623651507836,0.5861689237789615,-0.3904383562954319,0.035473138645462546,-0.14731223905901097,-0.3101006715576941,-0.11768622399184875,-0.3084823884253595,-0.7732475934357247,0.5876819082193298,-0.1723347217518369,0.5470208563206715,0.4075080571960327,-0.5510575084812269,-0.8688122767912707,-0.3923715737250812,-0.16274632712207143,15339
Sonia Gokani,-0.1556654629545639,-0.4391887447596679,-0.3870221096404816,-0.198002558645289,-0.08014596864305774,-0.9035671240639229,-0.03514622402367501,-0.248801894828254,-0.6099951106081609,0.744483021087503,-0.2702320300308098,-0.05116256364033874,0.16093869573253958,-0.27679503284820123,-0.04388548236420207,-0.5690692928823069,-0.8271090699089502,0.4284918599134073,-0.35903947373165396,0.6367564414832627,0.37279743523125264,-0.03669308642597126,-0.23547600750228462,-0.6684634198483888,-0.36223585952470955,14545
Ravi Malimath,0.10160727054389006,-0.34837816633823143,-0.22412050521355617,0.34135811996205584,-0.08031415747585531,-1.5881892644244777,-0.30507225623184325,0.2439860017312149,-0.6841234607568768,0.3009201097901293,-0.15550345672559032,0.0807279159087161,-0.14221135157797518,-0.6138193156008604,0.17136204043941242,-0.9595908523558356,-0.7541521285077585,0.6888782577452569,-0.16251821671400146,0.6686797446660276,0.9971476411771927,-0.6127212027012061,-0.7349784930435329,-0.47777179656056,-0.21250643815914547,11680
S.Abdul Nazeer,0.04381981732328115,-0.33829108360054244,-0.09491124805532672,0.34301063295503526,-0.1561678183268695,-1.5425832487382576,-0.2853785959148532,0.10847201692023367,-0.43829682091412564,0.3681391404247997,-0.1557270936200718,0.0037816909221901926,-0.3382082636783619,-0.6004738160253688,0.3448401506215598,-0.8610059998024062,-0.690127542781179,0.585569694826308,0.018241133423537528,0.45220634931053166,0.8389290276839055,-0.5935931075306948,-0.5878911130280514,-0.3763656509803366,-0.09711039787722534,10859
Alok Sharma,-0.26376150992940617,-0.13888367787628553,-0.674389072939866,0.05348308097217474,-0.31147661230556317,-1.4995451652993808,-0.19171736529767577,-0.3581915087068386,-0.572927739423906,0.29481977141753835,-0.19494944696929586,-0.33425928865132226,0.1633681497137361,-0.26405376603826924,-0.10060987891547662,-0.6303018093092647,-0.8642535432860831,-0.17647772617130753,-0.40879855818525523,0.6632923593315838,0.21159047117118127,0.08623543965040381,-0.648347009261144,-0.1825469915094611,-0.5367718904995273,10822
Pankaj Bhandari,-0.11828502411594435,-0.5130946262440974,-0.5596378099024689,-0.14553152261626398,-0.17212098339971213,-1.1326578342366762,-0.20710910083342748,-0.06427942713816065,-0.6698800147032068,0.6935216999193505,0.004539527440100287,-0.10313092304949345,0.30754856466878705,-0.4200430563969939,-0.08072887518430172,-0.7271642339745501,-0.7742933265750932,0.246477882331119,-0.4621546495819332,0.6831124842435052,0.5495282905599217,-0.08123749943763267,-0.6603778360163066,-0.5753795673520125,-0.4050934506419169,10470
S.C. Dharmadhikari,-0.3113708827670361,-0.31907279262099575,-0.8890906454358131,0.39976631127116,0.12753123327174265,-1.8316486549357083,-0.3070154618304986,-0.7956093160623733,-1.2116613625959833,0.08643983140012945,-0.7007767343451491,-0.34131309285348743,-0.1999369830261626,-0.35196560364277824,0.23621691889295574,-0.2425488183708064,-0.8107954017466248,0.3989982302459622,-0.1794625232634527,0.566793457869278,0.35177393568103366,-0.2150717768157019,-1.2427655899024663,-0.25274780586456075,-0.9477057462935099,10429
Vijay Bishnoi,-0.23021214076303925,-0.5062034909976317,-0.6150032528638886,-0.3557645391340638,-0.4283772763846711,-1.2555499738549214,-0.21144453937933574,-0.10196907852059986,-0.8118192112506578,0.7943283592350568,0.13699971494708743,-0.009009298587203977,0.3752619534029934,-0.4014062276660382,0.03403113432466228,-0.7926755554675916,-0.8381813840217529,0.3334103816925027,-0.6228989438557507,0.72641066232386,0.6162844353043232,0.07929153320861876,-0.7268864079091047,-0.5606980372984284,-0.5473607125981054,10109
Aravind Kumar,0.21743063834492274,-0.3734398199797722,-0.19309129601870012,0.5026562034538198,0.008274486504207656,-1.6189232734683972,-0.26603671891085084,0.3695355682526932,-0.6443306492571549,0.2677635323711989,-0.09930067985612898,0.16193464203274488,-0.2209362350656407,-0.7604541613968165,0.27483865543741437,-0.8520368315305724,-0.8766211020320311,0.8291725625794122,-0.08952006461224472,0.5865823358211735,1.0321433020380457,-0.7187150817787608,-0.6448647485633753,-0.4160674390658878,-0.30831825002678925,9901
J.B.Pardiwala,-0.1556794702620137,-0.34418232301583007,-0.2873620054532832,-0.10707287961686722,-0.14863900174437525,-0.9005594061243513,-0.14739475546474687,-0.2989734973195678,-0.6460373371184706,0.5739580227093648,-0.3294577751472733,-0.04364783548222138,0.06512325967924101,-0.2074624214684831,-0.0757498315140482,-0.5213757184776111,-0.7298075480302235,0.5680692320894766,-0.301852674782219,0.6045372871309246,0.4997553597549206,-0.1295396488053291,-0.49002090302580026,-0.5175087342367457,-0.3873584955899958,9572
Manoj Kumar Garg,-0.14697487540123244,-0.48517217744383156,-0.5289565880158953,-0.29167068890672915,-0.3786064133210286,-1.115914739433178,-0.16375624278059095,-0.1289974094804525,-0.7340000954943571,0.8185100075391126,0.007535179126366688,0.01743284289286459,0.40794404538294315,-0.3788649156098322,-0.00024164474876882738,-0.7323453894481372,-0.7863831012487098,0.2109858029497576,-0.534212516062167,0.728181699221072,0.5615459500823977,0.022252698124558424,-0.6384510304923201,-0.4972733591046591,-0.3390253309745396,9534
B.S.Patil,0.14515462791461178,-0.3322150609078435,0.05109952528244199,0.5209396574149111,-0.12262942491961538,-1.5689224057918216,-0.3170078124184089,0.18591116975259567,-0.4388485016554977,0.18895234326388313,0.010929781405279903,0.011140439605749156,-0.3678645108876889,-0.5606225940517329,0.49153731670059087,-0.9891679499609257,-0.6879525525429818,0.6303694006723717,0.07182734412025876,0.496543509711848,0.8404442793883082,-0.936567392889685,-0.7068320120501352,-0.44045850008320164,-0.03269478650169484,9464
Mohan Shantanagoudar,-0.008047768035723967,-0.3469788516949564,0.15224577480078608,0.16457152458787183,-0.28554498185732097,-1.3406838571528394,-0.23915721688721706,0.15893057010982176,-0.34755691590323357,0.29550172470844216,0.026946961120429862,0.030584376979715836,-0.40271209722707474,-0.5925381137283657,0.37353240112354574,-0.9118919256165733,-0.48683813195657566,0.5768929683457472,0.024215522137987913,0.18035189338135074,0.7490738034733657,-0.6370905431409432,-0.4442589047169589,-0.3899241704623131,0.2657194965941744,8854
Sandeep Mehta,-0.10283590878543719,-0.2782220102533735,-0.47069778118539946,-0.04339982244682558,-0.15030424350666088,-1.0543177743599381,-0.13804696239138187,-0.13688464487717056,-0.5659459416638816,0.41172948888171906,-0.1179361148937547,-0.10394670023270271,0.30080963833565155,-0.21473057081113384,-0.03321486798987667,-0.5487056878040512,-0.6827221422909281,0.19408187793929021,-0.4471105211737216,0.5687201366107796,0.3475121821358235,-0.08245062808268304,-0.5325449090572111,-0.36872501622333864,-0.3622818810727896,8749
P.K. Lohra,-0.10798399416571428,-0.27338379170044513,-0.4412295219288153,-0.0006396095668542418,-0.19761222966365527,-0.9437273091590145,-0.10618847272017636,-0.06392246677901106,-0.4516790943507463,0.3718319940029622,-0.24832858710518627,-0.07865993432402697,0.23982434403798064,-0.18656864800306144,-0.03999538080371618,-0.5140423133338942,-0.6576294015598271,0.25662918938962076,-0.36681719592443635,0.5613318414935915,0.5026527067912967,-0.16222647988521763,-0.5506923035728205,-0.19830513323257065,-0.37873366301190653,8676
Dinesh Mehta,-0.19566573854365232,-0.2518480176321459,-0.5075813619047068,-0.012329783078946823,-0.2691655965015916,-1.1331555851659763,-0.07860406264964277,-0.3832028951682094,-0.4965425264384862,0.3336704485167501,-0.2301600896042972,-0.20800014019693344,0.12665491170900045,-0.24102952679109818,0.0535095963696273,-0.5041869099442169,-0.821789347253549,0.0907161693308499,-0.3645284306531383,0.6247011163171259,0.3590893936584827,-0.09266115552309262,-0.6759130633039283,-0.2325656772732861,-0.5009779068420362,8594
Inderjeet Singh,-0.17982976228381964,-0.338802528878242,-0.5382334223718037,-0.10759386501910577,-0.24765872536938746,-1.1132389407915204,-0.17779801252019278,-0.11115997947467897,-0.6021164034303865,0.5469116221350351,-0.13160488646310728,-0.1516158344179481,0.2081068112381334,-0.35558656257277227,-0.029314582104413327,-0.5980073272926469,-0.7476200614206324,0.19311974853040278,-0.4147120019224268,0.666031010340274,0.5086087392512731,-0.1147375852037053,-0.7234885760606992,-0.39925660068731755,-0.3896296117619749,8538
Sabina,-0.23205517762052982,-0.4036788744766654,-0.5192981079942292,-0.14089645560631325,-0.20927163141436353,-1.1758372809263347,-0.14694429961283922,-0.03953913682506498,-0.7151203027061548,0.6465052505826959,-0.04469171117562687,-0.03110517033410318,0.33523968861410913,-0.37107100501238516,-0.011797317930823755,-0.6999482788349298,-0.6745359557453101,0.24850031810126813,-0.48217144434766407,0.6314712728229515,0.6219181371519941,-0.03969946010521368,-0.6043994526078884,-0.3529594694142691,-0.3638476383725135,8335
Mohammad Rafiq,-0.16559170171243653,-0.22360892392883458,-0.6462514479532233,0.1520424496003832,-0.17608022040596327,-1.3913261084195403,-0.24571447324532594,-0.256354808698365,-0.5531205463742829,0.37819365630182283,-0.33970934879346826,-0.23550810129502875,0.22598840867428993,-0.2416711400143016,-0.06493552662490766,-0.6542065710014405,-0.8790394679439205,0.18749363040303724,-0.34148517377596077,0.6125086063292604,0.3898280693799563,-0.06294268891815315,-0.6662178131129273,-0.21184178093272815,-0.4730029380449063,8004
Biswanath Somadder,0.006510639616408569,-0.25187186246586507,-0.44354315720687965,0.0038656750657209897,-0.0658555936644096,-0.848992460279801,-0.14296465603834863,-0.19011595136734122,-0.4689529028465506,0.5967676856174254,-0.4658422044383537,0.03071408504753966,-0.06221016500149745,-0.3418008343484711,-0.10764898820010994,-0.4073767054866341,-0.8430927983127774,0.5258201495252015,-0.1894816387811046,0.5686841247994516,0.3007002980318355,-0.35949356658143394,-0.7731064067278374,-0.345780871910621,-0.2926124225329974,7842
Budihal R.B.,0.39423341078925006,-1.055967764715067,-0.7758988063790699,0.19058520951922175,0.09728807528663945,-1.2119918120594546,-0.4741953622083586,0.5395197135542809,-1.1833382731553987,1.0411755985567135,0.7622871862660907,0.5963520429937506,0.5419852167242166,-1.469633089821083,0.28485399638627695,-1.0481554798019603,-0.8585717223218645,0.41095189303321844,-0.8000512357818973,1.0719166758214074,0.7139397079841202,0.5475556929102341,-0.30496234388281324,-1.0195737891058618,-0.3363404633151171,7774
Kanwaljit Singh Ahluwalia,-0.08328340450430592,-0.44567953500887547,-0.5470754673245054,-0.08535997462295301,-0.14042040119363414,-1.1390177007676927,-0.09617564667438308,-0.08931325146027265,-0.672783671806226,0.6182156492508156,-0.00666445428158726,-0.07805054120786277,0.22121435063278225,-0.433260255090892,-0.06675194286640736,-0.557871407867755,-0.8219284069378172,0.2065948882195914,-0.4962605002518993,0.6271397543818074,0.4499487231648136,-0.05040010682704959,-0.6492074616838633,-0.4765402918690678,-0.3792359843433855,7724
B.N. Karia,-0.1991018172024724,-0.3274057668025686,-0.3791352336695395,-0.17902074004618113,-0.11945199885619537,-0.8889809369931208,-0.18812819159770433,-0.018205449701048614,-0.6558354482623907,0.5840599015436682,-0.28323548881956756,0.04602702613557184,0.13876490701369776,-0.3301900115719,-0.010009930415741174,-0.557431527255858,-0.5753752574829109,0.5090525185178761,-0.31897192084498605,0.6209014071239702,0.49810372139980674,-0.17883821630601318,-0.5190360465400858,-0.394842142913136,-0.37833809359739917,6521
Rathnakala,0.32129648442650827,-0.6683632392838036,-0.5519354386398705,0.1624790673876244,-0.05319950684319472,-1.3734873616804786,-0.3486155758133406,0.18875390550643234,-0.8748368309901551,0.8357683370720298,0.1990902555291343,0.2879381079181261,0.27368036111212096,-0.8132005626008086,0.19190204882458414,-0.7239424976613861,-0.7129476469668348,0.3500139704055965,-0.3287009964897228,0.8185331838590496,0.7362746297128361,-0.0007426570946726074,-0.5373926497135247,-0.666279874400259,-0.21804518217181487,6060
John Michael Cunha,0.4641484050048969,-0.8342259941094172,-0.5814437807828859,0.21194010148646208,0.09297178212831887,-1.2909079243051564,-0.20317614352257682,0.32930310140000163,-1.122400559454541,0.7530220272504824,0.19921432143051732,0.28419582277039707,0.26089949621048236,-0.9617310710550333,0.12020031851433634,-0.7332454015914702,-0.8962931630759149,0.6097439238288839,-0.33789257553052565,0.7132717458696092,0.7521322005234864,-0.011023656185197106,-0.48519857470878247,-0.964581803282994,-0.3361889006654225,6012
S.S. Shinde,-0.14571920949876294,-0.390752444569552,-0.9593709840935243,-0.11577680939933062,0.3322272101886714,-2.0203444774268258,-0.8122314017050856,-0.7709224271866599,-1.7059716674241145,0.3255020551534435,0.016925566245138114,0.19107623670171833,0.21602426054500493,-0.806106597307021,0.3882951174143908,-0.12379457494416031,-0.46688355095647177,0.19986853515152855,-0.4394893183264074,0.6640455919897068,0.5133950587449009,0.35300901299253684,-1.0166508802325538,-0.6962152824230995,-1.2813195797333603,5901
Paresh Upadhyay,-0.016249666211936332,-0.24820808951890383,-0.327192967718167,-0.002914607368024474,-0.07523166194407788,-0.8692201851198015,-0.15854560827344993,-0.004065409680981807,-0.5449357919539791,0.39880924040303584,-0.2508100111282663,0.042055376953017067,0.09098093106624165,-0.1857856223826305,0.004515829504631182,-0.5166027371821855,-0.5987273035955668,0.4406945495021564,-0.33073467564378917,0.5454264822012836,0.5224152891556564,-0.2833407691311336,-0.5662732859670375,-0.3489613213515427,-0.37102446544068113,5843
B.V.Nagarathna,0.24926674234842805,-0.30880854752880454,0.009338756152902281,0.6612452701564632,-0.05197818365239193,-1.7827377867531928,-0.38369709078215614,0.27208476924970315,-0.4439682604174005,0.09559469327064457,-0.06883145889147894,0.030842579924700003,-0.4153126654077796,-0.7308569459528524,0.48898308997834733,-1.0025326183181615,-0.8492167774438456,0.6752016199233334,-0.1698408725525807,0.629162146557228,1.109020039307093,-0.9415926406579069,-0.7193108080674994,-0.37307006192434733,-0.13659042707647545,5700
Anoop Chitkara,-0.2959772123907445,-0.36920867532475815,-0.2590143864366301,0.020927628909445422,-0.3765576030175274,-0.9206691241938445,0.053567419477870346,-0.4739774353265931,-0.6114299538859405,0.22071532970122282,-0.2271717095727495,-0.19512194276408876,0.027855309973332135,-0.0005239332647428527,0.03842778841404154,-0.46088668436542707,-0.8931475204536413,0.4413185778898094,-0.5429415882366895,0.4224127215004783,0.09636049955964754,-0.16329346388007193,-0.5484322873552329,-0.29308075582587845,0.151556768467148,5561
Ajay Mohan Goel,-0.11469501807096524,-0.22457153029902852,-0.22802286957280093,0.03995162335784047,-0.13744405920902672,-0.856800337768478,-0.07142388964558617,0.04139411151816593,-0.44053448816441276,0.3872053234135494,-0.2703560373252177,0.029341752098364433,0.08922995873281449,-0.20814391081915642,-0.01758009741045042,-0.21358041832822175,-0.6697254317155726,0.18615840744094034,-0.4189205269882876,0.4292579884936733,0.3066605699105404,-0.2545347444270004,-0.5530967731721533,-0.14204030427297898,-0.2717900668474424,5466
B.P. Dharmadhikari,-0.2618077946742343,-0.050489717629172884,-0.7834613850367785,0.04938490304504317,0.40494828211880257,-1.889504652383395,-0.7797690701446498,-0.6662536477302338,-0.9302054561814557,0.20171791864736716,-0.20822240413590962,-0.20767223435485793,0.2749977397587159,-0.4836231935324502,0.13486638130952952,-0.40412862957897966,-0.49712147564615683,0.17820214191096717,-0.3165568487178834,0.7364576302163099,0.3882462082655775,-0.25125878404546864,-1.1378544979793255,-0.6445550032650296,-0.9012971891425756,5420
Sandeep Sharma,-0.11614396965231982,-0.40305952249536825,-0.4168452828525319,-0.1068912999153583,-0.1137760744386809,-0.9447062119727118,0.075890158872435,-0.12435008170978715,-0.7226756770138075,0.5479128987676171,-0.04120995028939896,0.0656095811536874,0.11493512121613596,-0.32374996144557205,-0.24400912451344725,-0.4372694880236739,-0.7415364651978826,0.24652992068207655,-0.5169305466872647,0.41651079732139673,0.2573376209345932,-0.16776522298870858,-0.5620518731342571,-0.36640213309838593,-0.21619545536226226,5384
B.A.Patil,0.12135205655299944,-0.7776507810737057,-0.4786964611986768,0.49021954958963576,0.29008221149141983,-1.6399400973082883,-0.33392229145406616,0.7388948708932318,-0.9591182572276845,0.8216082530445457,0.5535775032033841,0.5355265265354198,0.5429137724243338,-1.24032504786826,0.2688403586310332,-1.3243386613147,-0.6390823389353409,0.6298391321065373,-0.7174462067578461,0.9117886839899332,1.397284024013362,0.12498221817459766,0.05340103597947463,-0.6837500214557722,-0.352972286887363,5381
Alok Aradhe,0.3418215250238466,-0.6498582244491036,-0.6412931183534828,0.5204457395197168,0.03574165134742686,-1.7521199414246416,-0.2015362902912093,-0.16393494006786122,-0.8197709802979369,0.5333788569286121,-0.4349702398738338,0.004254144858788447,-0.350250407192365,-0.6372126612816579,0.3255055178891596,-0.7119437237345574,-1.1937043009637098,0.586678591145589,0.03404736273798406,0.6421570501569392,0.7774289023584283,-0.49186192688247127,-1.050168130596268,-0.4757006497550207,-0.34874147628584773,5332
Tarlok Singh Chauhan,-0.07434821375703603,-0.14687270564154398,-0.30038892177582915,0.07602136034524157,-0.12277916524560054,-0.9603142128534289,0.00933739554822685,-0.08331109934953312,-0.5177902941003372,0.2874211158453952,-0.1883092326729223,-0.013936356080018366,-0.0013542452147933938,-0.1716264718664045,-0.07125630294821582,-0.3197086542690973,-0.6553233002866466,0.2929968659368094,-0.4015405368464936,0.49603212000887836,0.3547096204517629,-0.2712866577382313,-0.5796969531776831,-0.168001286884167,-0.23221484682728843,5162
Indira Banerjee,-0.03983666972642414,-0.3446606513921375,-0.4031429253821869,-0.023942410968296524,-0.09863612254203517,-0.8464466892403398,-0.11042744457764808,-0.23689219254585933,-0.39740348531546027,0.7340409569671079,-0.5038799176883979,-0.06280865403718372,-0.0875617331661051,-0.23740978470603022,-0.006123143931995259,-0.4344988136717997,-0.7833382962518372,0.5120995164031332,-0.11594643227136528,0.5909495151517009,0.37957718679100355,-0.5189726004459652,-0.796895445793619,-0.30742731014890556,-0.2132820871176525,5062
Sanjeev Prakash Sharma,-0.1845960864546001,-0.1907362163625483,-0.5231850107631295,-0.030411955206802937,-0.18720729752791526,-1.1437562697220003,-0.11762366773211888,-0.14618043350172216,-0.4566652092521316,0.37862984321549115,-0.2893318782740249,-0.21673949714732152,0.13941190916046733,-0.2667967622047541,-0.07475282541590922,-0.47390911797955354,-0.7396665419554673,0.13865652747189722,-0.3288486383376622,0.5934826346963882,0.35433527448327845,-0.13036242067562415,-0.5877199684987696,-0.21447570112521533,-0.3976627103880373,5039
A.S. Chandurkar,-0.0855880381483915,0.22494966696703783,-0.27143051676651403,0.1992318578029676,0.2061251169549342,-1.5012026089544048,-0.355891222950668,-0.21080770180207695,-1.0985556150682247,-0.005057217004912954,-0.4360127672521194,0.026575296915743923,-0.14072213749683501,-0.09709256074680161,0.32859449967297777,-0.5107811190387105,-0.6254249265777924,0.5377046853843935,-0.17463576455762955,1.1205481386286882,1.060960075537915,-0.6794803585794635,-1.177447734603421,-0.4038318428864231,-0.9888562308262753,4940
Jawad Rahim,0.10780746269325567,-0.5298769375338217,0.22893009867651543,0.04841471285971435,-0.288521206459058,-1.2054732718327998,-0.294213185205312,0.5178712714843754,-0.6825151228769246,0.5825217698303385,0.28027200641326033,0.29314335957364873,-0.18324454291653341,-0.81050279791305,0.12089732462974878,-1.0988740796747043,-0.2930632612243112,0.7988469585735535,-0.14721159684384824,0.18351952844699326,0.909003234661487,-0.4756636714740519,-0.31698262000075245,-0.5217661859230126,0.43233074709923214,4936
V.M. Deshpande,-0.2221349974908079,-0.0796681598520244,-0.5227879261398801,-0.29479072445937554,-0.05380248302620347,-1.3051360051895988,-0.6040023986140902,0.07182998784367246,-1.0940189964758076,0.5589275205488028,0.17324654047386312,0.44791410099993595,0.34953746607471464,-0.5459825649079921,0.20634341760686103,-0.5414429272668568,-0.3149635731337004,0.538054770933842,-0.5745695817650588,0.7063322771199049,0.7263028144637986,0.010962080923104012,-0.8214674484424278,-0.6328792764102854,-0.38808090884252067,4836
T.V. Nalawade,-0.02237567224556609,0.15811078484758956,-0.8153149160983648,0.02151460274887653,0.5022968375279747,-1.8208056345496682,-0.75528373164359,-0.43048539714348266,-1.7077322499699523,0.24047992583383065,0.41413332669202113,0.3212155937587879,0.556952342631162,-0.6849419060781987,0.15927499044228471,-0.4497692274814401,-0.49763502977656027,0.41973741621167254,-0.42690514961011744,0.678559299173729,0.9535177166920316,0.22957099042787552,-0.9773866798268341,-0.9822794434467352,-0.8760771831608425,4819
Sudhir Agarwal,-0.2196706889621863,-0.2856666727198493,-0.4545584018374105,0.09781168974276332,-0.04476408099638489,-1.5132525878306202,-0.191956168034209,-0.22951090717573502,-0.6191860080609055,0.4487973224099501,-0.06686863037648667,-0.42971530931606366,0.3552401934752614,0.28643559448777894,-0.6879120206460804,-1.0785576014852498,-0.8649164815803206,0.40464155720437966,-0.6908847076129996,0.33398619298247917,0.39268329023957116,-0.3504050958840279,-0.7197809978320177,-0.663394593016392,-0.5535485458813489,4804
Harsha Devani,-0.24072725278474819,-0.2772667274637476,-0.3549122615116913,-0.06404501623498854,-0.017548685571404706,-0.9877928357140388,-0.2341871133709019,-0.17731812140105813,-0.5941573412291086,0.48973624802318894,-0.3961201879462091,-0.08947771656448239,0.18322202982751404,-0.14838713047980212,0.03627377054045761,-0.5382662303817497,-0.6519072051962154,0.6388361187445115,-0.29087653086231413,0.5396628659044366,0.5345132813516184,-0.15045804195170734,-0.44342146146229117,-0.4479145215038825,-0.3694688291922245,4801
Rajes Kumar,-0.13822440423188484,-0.25668625604133316,-0.4699629869692155,0.0005678558806918425,-0.06004019560127311,-1.0813117462456707,-0.15809710451535905,-0.06862616308967244,-0.4165813749327227,0.46658543913215517,-0.2671271877753703,-0.1740078554226184,0.13646852342150845,-0.10698012415954831,0.046160351455291466,-0.5675992370420572,-0.6662688155329293,0.3075464714632568,-0.3691622217426956,0.5007062593080034,0.3310481993846697,-0.260097611350966,-0.5817916175443981,-0.2576982300529228,-0.3407116635753286,4793
Ranjit More,-0.3317172841751917,-0.6756003810442047,-1.1196164542391238,0.213501226364703,0.18135752357322957,-1.3875158632739681,-0.2940786450436647,-0.6559458008188964,-1.5090393594027591,0.35600706981703034,-0.5386231752765853,-0.1727213851223989,-0.32794690542867944,-0.8073449541786226,0.5621297997175821,0.006976249312950717,-0.6530892691579212,0.10555165757807076,-0.29324784818273797,0.7756633381704402,0.5132989968422704,0.1656458279243134,-1.4598695361487364,-0.4163290473115594,-0.9481296973459689,4748
Sanjay Kumar,0.5224622735759259,-0.3592357815328923,-0.8150893310194819,0.4725467549267317,0.31544767691264186,-1.7749118432869406,-0.6030439421870786,-0.22661048617933055,-0.6000138554402633,0.06448633818198458,-0.4257584314877579,-0.3734288156314164,0.006112505939192891,0.24559218424743953,0.2121350071029088,-0.5271458716918775,-1.2029548667929502,0.3597818272860672,-0.31366726156931274,0.3323540587159495,0.130400198006945,-0.5240145244229673,-0.9074548773453769,-0.43073108391057696,-0.33122305467353885,4671
Z.A. Haq,-0.17529954289020208,-0.08754136025453281,-0.5792653006440766,-0.1485705798937223,0.03329881542997827,-1.427868379564559,-0.49361368063304994,-0.21226210760450892,-0.8775056018927054,0.421846949673126,-0.3502837438768731,-0.04865559837206128,0.1221458633328001,-0.4874854687796434,0.08917757104386788,-0.4648775163911603,-0.5461495344192886,0.3489388842012755,-0.009956886909665364,0.9574159618952325,0.6830511444423076,-0.23534391783841696,-0.8961033975514059,-0.34202751644461105,-0.6753018838367318,4602
